<<<<<<< HEAD
Eccentricity,Convexity,FeretDiameter,Area,Perimeter,Solidity,Extent,AspectRatio,Circularity,Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,contrast,dissimilarity,homogeneity,energy,correlation,Class
-0.03444678,0.015638994,-0.669758495,-0.302127688,-0.726450667,0.015638994,-0.066541108,-0.081872476,-0.002219998,-0.040271272,-0.35545595,-0.182675397,-0.123398234,-0.029826203,-0.047744488,0.004138867,2.01930259,1.577178892,1.883133866,0.685018803,0.430138528,1.189327904,1.552216072,-0.508405857,-1.812347503,-0.407179328,0.193966229,0.488361868,-1.1566545,-1.114225802,-0.916938767,Chlamydomonas_Reinhardtii
-0.362630323,0.033418301,-0.704796349,-0.35702255,-0.744460281,0.033418301,-0.050726747,-0.238222509,0.084971498,-0.779178233,-0.523514608,-0.230047952,-0.16537646,-0.029880163,-0.051357766,0.004474819,1.635071183,1.383258243,2.752881772,1.605250136,1.659069933,2.933935283,2.369619366,-1.875164683,-2.589439634,-1.667638359,0.145500354,0.491598836,-1.427488556,-1.53923613,-1.326743109,Chlamydomonas_Reinhardtii
-0.045645155,-0.484661962,-0.677048767,-0.272939462,-0.655524992,-0.484661962,-0.402924001,-0.120800281,-0.465260095,-0.495234687,-0.485286212,-0.177775031,-0.121990533,-0.029591813,-0.047499385,0.006132321,0.843825417,1.449687808,2.312982609,2.431661788,2.328817805,3.254166593,3.279274057,-2.402685634,-2.774500441,-2.329744348,0.409759948,0.752562735,-1.634802091,-1.713848204,-0.678429727,Chlamydomonas_Reinhardtii
0.035204389,-0.463925095,-0.676043184,-0.361801022,-0.65113244,-0.463925095,-0.399987467,-0.12491511,-0.42820124,-0.514456091,-0.49299604,-0.210735,-0.14453408,-0.029835148,-0.04902944,0.004347004,1.127688684,1.334945832,2.997184295,2.466594648,2.297227994,3.437879643,2.856035826,-2.632447133,-2.819278859,-2.331447671,0.368616035,0.675225584,-1.609144656,-1.792755721,-1.602881995,Chlamydomonas_Reinhardtii
-0.321676109,-0.101220668,-0.652929394,-0.315858304,-0.685845563,-0.101220668,-0.104753953,-0.386900532,-0.06439025,-0.602959398,-0.493361428,-0.223031859,-0.158065003,-0.029874346,-0.050950621,0.004514267,1.528545488,1.24771509,2.914461605,2.100797703,2.145202028,3.263765533,2.589904521,-2.347571505,-2.784995382,-2.075705887,0.312359155,0.632990857,-1.59803147,-1.772868317,-1.366204134,Chlamydomonas_Reinhardtii
-0.338515337,-0.289570092,-0.693346992,-0.350746592,-0.72478579,-0.289570092,-0.302862932,-0.172019296,-0.254875246,-0.762681528,-0.493174807,-0.227099513,-0.162253553,-0.029870558,-0.050228288,0.004471539,0.945425068,0.969247721,3.267772532,3.04099067,2.870451443,4.036213581,2.58207713,-2.772021876,-3.04585299,-2.9869837,0.310446961,0.674885951,-1.721488881,-1.756578796,-1.406320751,Chlamydomonas_Reinhardtii
-0.193445472,-0.079476146,-0.612377647,-0.32173256,-0.62479139,-0.079476146,-0.150390838,-0.303585406,-0.091818811,-0.645205776,-0.462946556,-0.214041397,-0.151714657,-0.029856266,-0.049839964,0.004468752,0.750846343,0.505582777,3.474965811,2.928706478,3.041124173,4.181264233,2.381919552,-2.840019827,-2.896824817,-3.251728763,0.293708755,0.692625267,-1.70582938,-1.90460529,-0.56166845,Chlamydomonas_Reinhardtii
-0.262204332,-0.23725354,-0.674652945,-0.330532044,-0.691685557,-0.23725354,-0.29065643,-0.061602301,-0.238650669,-0.605209235,-0.530553511,-0.221144188,-0.162957674,-0.029874187,-0.051336256,0.004654205,1.661548668,1.636227395,3.003369169,2.557919124,2.287136804,3.092317796,2.459075266,-2.444200173,-2.893676335,-2.171578639,0.533743571,0.982141891,-1.972552862,-2.04694553,-0.704529553,Chlamydomonas_Reinhardtii
-0.330963191,0.182779346,-0.669720188,-0.337939119,-0.667528064,0.182779346,0.090043811,-0.082668935,0.237977739,-0.759341515,-0.540852796,-0.232544757,-0.171300109,-0.029880746,-0.051763545,0.004393391,1.210199916,1.112171937,3.556915392,2.194118342,2.553675836,3.894629213,2.114110949,-2.596658738,-2.767737034,-2.836847943,0.272814889,0.63118035,-1.660198341,-1.68037256,-1.047726561,Chlamydomonas_Reinhardtii
-0.075025323,-0.090984328,-0.627293412,-0.307246023,-0.681803185,-0.090984328,-0.172573002,-0.01622946,-0.078679282,-0.264056908,-0.455105046,-0.19273721,-0.137190881,-0.029847011,-0.049576763,0.004846428,1.210199916,1.563087773,3.873890184,2.823907899,3.215306882,4.006883486,1.459405575,-3.006793751,-2.99057963,-3.21474232,1.217336207,1.634899111,-2.409365788,-2.426282089,-0.56824211,Chlamydomonas_Reinhardtii
0.079077638,-0.753020956,-0.713886181,-0.297831427,-0.703299433,-0.753020956,-0.564670294,-0.090229084,-0.621292711,-0.616198823,-0.479779351,-0.221788094,-0.164287425,-0.029877771,-0.051346196,0.004349692,0.8136534,0.97729979,2.578932191,2.875309106,2.542487778,3.442145838,3.166895082,-2.636741741,-2.824992771,-2.541686397,0.145008038,0.50550552,-1.55910982,-1.704062618,-1.03977115,Chlamydomonas_Reinhardtii
0.162218867,-0.72321487,-0.785333045,-0.336492437,-0.756781341,-0.72321487,-0.623901002,-0.028345079,-0.654565759,-0.679246266,-0.443301637,-0.210447264,-0.149160829,-0.029824452,-0.047595956,0.005239122,0.692349574,0.89275307,1.87849521,1.927630527,1.920782744,2.740090019,2.850444832,-1.759210282,-2.38968591,-1.817530784,-0.011931502,0.315498887,-1.229408043,-1.307692673,-0.988144886,Chlamydomonas_Reinhardtii
0.057404842,-0.670633686,-0.713477318,-0.295732288,-0.734112686,-0.670633686,-0.582699874,0.206247515,-0.629557857,-0.574497409,-0.46593092,-0.147787765,-0.061708838,-0.028900736,-0.034304147,0.00271274,-0.15061965,0.437140195,2.778394377,3.503102499,3.641330586,4.508428111,3.209945734,-3.169273066,-2.937871701,-3.946684553,0.076385299,0.495183275,-1.622141841,-1.801813535,-0.262547817,Chlamydomonas_Reinhardtii
0.144048634,-0.38333035,-0.623105018,-0.326585074,-0.651167375,-0.38333035,-0.346795593,-0.006979884,-0.344417866,-0.507896358,-0.499217107,-0.220310624,-0.161109424,-0.02988034,-0.051453128,0.004508373,2.082725402,1.803307816,2.667839755,1.492466903,1.405912696,2.05136606,1.957004023,-1.629298406,-2.439361967,-1.129631618,0.450728639,0.848498737,-1.700468267,-1.713156736,-0.815207411,Chlamydomonas_Reinhardtii
-0.093002523,-0.294198906,-0.655159283,-0.343197491,-0.65884512,-0.294198906,-0.258598449,-0.132660613,-0.262072389,-0.456453676,-0.27070349,-0.087698761,0.047353238,-0.022361346,0.04555912,0.013374615,2.275456861,2.117338487,1.943436387,0.719452622,0.659164659,1.38397308,1.888793899,-1.057757729,-2.187366755,-0.162144146,0.322410568,0.606285217,-1.407773178,-1.38141427,-1.368972983,Chlamydomonas_Reinhardtii
-0.099532385,-0.203710768,-0.633582755,-0.345786748,-0.605140327,-0.203710768,-0.233868616,-0.216121336,-0.219202878,-0.421333846,-0.417749687,-0.197762203,-0.136998388,-0.029825773,-0.048420448,0.004654092,1.998982659,2.242816554,1.948075043,0.635613759,0.48322696,1.271985444,1.809401787,-1.044158139,-1.971170955,-0.187450659,0.328699745,0.609490834,-1.331928908,-1.260038906,-1.180047068,Chlamydomonas_Reinhardtii
0.260657286,-0.546601792,-0.681225252,-0.241058609,-0.67955745,-0.546601792,-0.44527225,0.037858654,-0.490539837,-0.473129553,-0.504107224,-0.218167777,-0.166022864,-0.029881192,-0.051672742,0.004544266,1.12830444,1.604690126,1.403033022,1.134654612,1.159117296,1.738333955,2.831994553,-1.305413426,-2.062826779,-0.935209463,0.075723736,0.420748684,-1.230641613,-1.214939836,-0.522445897,Chlamydomonas_Reinhardtii
0.17090365,-0.586331375,-0.669037951,-0.311015671,-0.648766934,-0.586331375,-0.498182007,-0.086377238,-0.554013471,-0.325852989,-0.429579468,-0.206512705,-0.147334616,-0.029867318,-0.050276994,0.004443011,1.427561593,1.532892516,1.403806131,0.955997987,0.808777515,1.492227794,2.32992331,-1.153670629,-1.945749874,-0.456332364,0.156379992,0.437508288,-1.160150117,-1.112538151,-1.036259081,Chlamydomonas_Reinhardtii
0.019196445,-0.621108691,-0.718503757,-0.302777167,-0.688500269,-0.621108691,-0.487196171,-0.009924714,-0.518946154,-0.728538809,-0.525966996,-0.214548071,-0.163370731,-0.029878765,-0.051714162,0.004147194,1.458349366,1.602006104,1.841385966,1.761449923,1.810876526,2.839279067,2.239908309,-2.084168913,-2.539180524,-1.454722982,0.363164356,0.724516849,-1.648554031,-1.752657875,-1.025812232,Chlamydomonas_Reinhardtii
0.24235645,-0.253987726,-0.637465621,-0.358649117,-0.687786587,-0.253987726,-0.381281684,0.114342751,-0.305741014,-0.31963484,-0.418035055,-0.220319606,-0.158807635,-0.0298736,-0.050798507,0.004482562,1.657854135,1.682526788,4.722764141,3.200184702,2.98562263,3.534935594,1.972658806,-2.983531294,-3.068008978,-3.277765272,0.952499317,1.635625404,-2.65478541,-2.618014673,-0.01161408,Chlamydomonas_Reinhardtii
0.106116105,-0.456935809,-0.686257913,-0.283809703,-0.671663933,-0.456935809,-0.400721948,-0.079826643,-0.455909789,-0.573503412,-0.516758503,-0.219014704,-0.159723687,-0.029877472,-0.05118331,0.004481011,1.526698222,1.85430425,2.236444793,2.004981859,1.618705174,2.363598254,2.145979614,-1.926342089,-2.468747804,-1.38245342,0.935166783,1.249584952,-1.836352994,-1.798296167,-1.354086827,Chlamydomonas_Reinhardtii
-0.03012424,-0.397874679,-0.71943247,-0.312054516,-0.733088482,-0.397874679,-0.363876527,-0.016852882,-0.348127792,-0.626370094,-0.502651635,-0.221317869,-0.16514187,-0.029878261,-0.051406949,0.004543792,1.735439323,1.635556389,1.895503614,1.31480836,1.387046559,2.206548927,1.926253557,-1.66043431,-2.319836242,-0.937399449,0.19544068,0.587156016,-1.496993338,-1.427327742,-1.048004971,Chlamydomonas_Reinhardtii
0.104412697,-0.891686922,-0.742411523,-0.332720008,-0.705418384,-0.891686922,-0.749697403,-0.015787481,-0.792744249,-0.56779039,-0.488628271,-0.224583954,-0.16242409,-0.029869432,-0.050838354,0.004511492,1.516230379,1.820082959,1.764848151,1.294846726,1.390775911,2.081496067,2.214189738,-1.853691646,-2.247770975,-0.901143002,0.219708975,0.617020247,-1.537798901,-1.420928169,-0.776920555,Chlamydomonas_Reinhardtii
0.077960054,-0.487382907,-0.669825116,-0.273708989,-0.649257199,-0.487382907,-0.457847437,-0.042805163,-0.488992674,-0.238442638,-0.382859326,-0.211272647,-0.148287841,-0.029872236,-0.050439001,0.004456492,2.143685192,2.117338487,1.624142267,1.027360829,0.846071042,1.494094255,2.258358589,-1.20806899,-2.186783702,-0.527385267,0.491511765,0.879880869,-1.624420379,-1.545867219,-0.750207783,Chlamydomonas_Reinhardtii
0.051507411,-0.639938748,-0.706618026,-0.261808369,-0.705431373,-0.639938748,-0.605046874,-0.028506337,-0.642004384,-0.491521417,-0.390005538,-0.173584835,-0.103852365,-0.029490753,-0.044519473,0.004884653,0.449741923,1.571810847,2.358596055,2.38026058,2.742337209,3.582663657,2.437270391,-2.928417164,-2.566234152,-2.676735579,0.540960667,0.946838299,-1.838720725,-1.897956593,-0.60905775,Chlamydomonas_Reinhardtii
