<<<<<<< HEAD
Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,Eccentricity,Convexity,FeretDiameter,Area,Perimeter,Solidity,Extent,AspectRatio,Circularity,contrast,dissimilarity,homogeneity,energy,correlation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,Class
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.7174936,-0.410142048,-0.443074254,-0.675965597,0.7174936,0.693676777,-0.257794818,0.485156894,1.182258501,1.766418154,-2.710277991,-2.703162034,-0.134801747,2.22416778,2.165307387,3.496339401,1.867849824,1.882192869,2.342305453,0.628890376,-2.262804215,-2.253654559,-0.869179787,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.520020683,0.6292232,-0.0476849,0.64783917,0.520020683,0.746190649,-0.873852786,0.434427567,2.985585111,3.345729059,-3.20396243,-2.876797373,-1.211452295,3.461760438,3.109010453,2.574857431,0.861674774,0.46217922,0.448627425,0.005722437,-1.713824566,-1.778729475,0.216482088,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.615569046,-0.496701562,-0.508459036,-0.699602853,0.615569046,0.503185257,-0.350501634,0.413442548,0.948688017,1.548436331,-2.527954434,-2.478826218,-0.2173436,2.110955947,2.179441731,2.806706553,1.818624039,1.845390891,2.220645644,1.133583696,-2.162130956,-2.246780747,-0.793264324,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.594828921,-0.415596315,-0.449261022,-0.608007292,0.594828921,0.462880873,-0.054064875,0.246337883,1.046956472,1.618789355,-2.482372534,-2.424192783,-0.252205489,2.075933582,2.314660293,3.151522977,1.886752525,1.771278152,1.982498964,0.962501215,-1.99182311,-2.277357358,-0.704409875,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.40403395,-0.631661659,-0.627914317,-0.772109415,0.40403395,0.248659635,-0.265797408,-0.017287422,-0.452714376,-0.191289951,-0.831958265,-0.398363279,0.035655854,0.240110054,0.887091501,3.173998147,2.260474687,1.825378755,1.948012719,2.169488121,-1.800193046,-1.665983161,-1.195484864,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.914373347,-0.161061063,-0.190379648,-0.360564035,0.914373347,0.991093618,-0.915076164,0.777310942,2.436146769,2.893204936,-3.270680737,-3.031832517,-0.871449086,2.661947348,2.372139961,4.55562965,2.351837744,1.763815999,1.930003235,0.756346825,-2.359968755,-2.435771065,-0.800138161,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.861832576,-0.181146225,-0.205163457,-0.369449466,0.861832576,0.994570316,-0.783157294,0.706405357,2.287864425,2.839970848,-3.280187399,-3.02386106,-0.904128153,2.675793399,2.315602583,4.251031952,2.61174989,1.811811206,1.844170803,0.677648883,-2.33027959,-2.471325264,-0.736454085,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.892348384,-0.228198221,-0.200196954,-0.44793671,0.892348384,0.947152105,-0.70882956,0.695067889,2.447914994,2.831905402,-3.116363501,-2.843575256,-1.144026804,3.116830862,2.506416233,4.081876725,1.850128541,1.219757265,1.556785429,0.389802608,-1.92326813,-2.314649762,-0.442799732,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.660339869,-0.116027082,-0.183039845,-0.297060258,0.660339869,0.720035637,-0.656525039,0.43604699,2.496604128,2.919014362,-3.24439414,-3.023370353,-1.031073143,2.333714481,2.230325371,4.04816397,2.568431199,2.088589215,2.296323793,1.016392196,-2.656860404,-2.460975041,-0.961976584,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.604081543,-0.030094129,-0.146930077,-0.293754752,0.604081543,0.688028183,-0.508122055,0.373422532,2.542677097,2.868916239,-3.135700133,-2.882157756,-0.938126497,2.709186818,2.196874089,4.320231817,2.167536404,1.663076944,1.878082278,0.524530062,-2.249848943,-2.310936323,-0.745450724,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.748454224,-0.029066722,-0.229880572,-0.191564262,0.748454224,0.846853148,-0.845925512,0.534411808,2.289844257,2.704147025,-3.030944108,-2.882766757,-1.143225281,2.292176327,2.147875028,3.337830307,2.393187404,1.871169235,1.888811331,0.941543611,-2.453624575,-2.335113178,-0.642444257,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.688702885,0.020754027,-0.154757603,-0.237454005,0.688702885,0.841023071,-0.481381395,0.438649034,2.643061207,2.963521446,-3.152695994,-2.861971531,-1.237611409,2.847240095,2.521492867,3.907398431,1.945035855,1.424457668,1.614262504,0.485608798,-2.077921689,-2.297504737,-0.512650044,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.485908447,-0.04372233,-0.264897797,-0.30332884,0.485908447,0.573057835,-0.270148981,0.166599464,2.093489758,2.513201091,-2.884307128,-2.675230567,-0.864548334,2.702671029,2.365543933,3.395792588,1.850522347,1.433785358,1.542799341,0.744798757,-1.957815521,-2.248360934,-0.46857662,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.971183342,-0.516784788,-0.377697308,-0.616999094,0.971183342,0.975125279,-0.826413314,0.934501556,0.624374449,1.097858225,-2.068616388,-2.351676366,-0.077493483,0.115495591,0.394745169,3.350250796,3.484818417,3.852201055,4.231193724,1.282425455,-3.284921193,-2.412700341,-2.09494663,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,1.2973451,-0.661309972,-0.378323327,-0.687596802,1.2973451,1.266458003,-1.11182497,1.332367051,0.758769041,1.272537949,-2.339837793,-2.688006687,-0.08906321,0.203051504,0.476724367,4.133333035,3.633283386,4.104896665,4.584486145,0.990729824,-3.514607368,-2.548201342,-2.314909408,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.177280026,-0.652755892,-0.634262592,-0.81215954,0.177280026,0.098503447,0.191269226,-0.322068836,-0.519485424,-0.305179198,-0.646996216,-0.274596396,0.093290559,0.010428494,0.73820974,2.859937219,2.384129859,1.820799707,2.035186282,2.292667507,-1.749721466,-1.589976186,-1.273118786,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,1.004871424,-0.64828811,-0.418984386,-0.727726271,1.004871424,0.969071701,-0.783661022,0.961195374,0.816371525,1.348935225,-2.366425929,-2.564841682,-0.271816545,0.53902187,0.713710209,3.737060301,3.025640293,3.731958648,4.256100457,0.888080335,-3.501112293,-2.429371309,-1.962726357,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,1.057138651,-0.575198689,-0.353779544,-0.713009894,1.057138651,1.23324136,-0.75297081,1.223226771,0.953333521,1.294897813,-1.933155361,-1.983851832,-0.672121317,1.148655371,1.37708211,2.759981857,1.828863002,2.207644462,2.680845424,0.452247714,-2.101403119,-2.015757466,-0.99290885,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,1.148404495,-0.596217754,-0.403840513,-0.718336422,1.148404495,1.07001647,-0.616348303,1.163185556,0.891852664,1.147118659,-1.660443653,-1.664082092,-0.966551523,1.860505311,1.687566543,2.035453351,0.865612836,0.937552235,1.358681111,0.597240117,-1.236098913,-1.643623521,-0.244974752,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.969617737,-0.386310911,-0.373892702,-0.611782507,0.969617737,0.949037284,-0.43733521,0.804077349,0.810258652,1.434843497,-2.428980117,-2.504368431,0.325754335,0.777255403,1.00629114,3.832875499,2.825586701,3.277276145,3.861041362,0.470211374,-3.067650486,-2.257842053,-1.853250397,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,1.037196061,-0.731660693,-0.43512502,-0.868825979,1.037196061,0.949481139,-0.48208085,1.041100179,0.910570232,1.205048105,-1.742344283,-1.8179375,-0.538671104,1.728153348,1.775670624,2.333545079,0.886878376,1.205511338,1.63457107,0.041222052,-1.350537148,-1.656186004,-0.402365398,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,1.012091282,-0.217079434,-0.285843083,-0.421183013,1.012091282,1.018864056,-0.637736933,0.939834102,1.252903643,1.662417938,-2.23239258,-2.22885553,-0.223374429,1.462227713,1.802997023,2.836870597,1.70835828,2.069085863,2.322188476,0.36029088,-2.066585826,-1.939908509,-0.96086464,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.983713325,-0.451534687,-0.398661866,-0.625750434,0.983713325,0.946159485,-0.530599348,0.884990909,0.890470184,1.318847139,-2.048480006,-2.094211906,-0.164649005,1.384445483,1.45340757,2.577223238,1.626840379,2.096390556,2.360698116,0.573716276,-2.118137012,-1.895742293,-0.925484597,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.790749294,-0.158053985,-0.329276235,-0.472474311,0.790749294,0.930542334,-0.229751044,0.676680361,1.122410718,1.587049517,-2.234048468,-2.256452138,-0.007875999,1.269604703,1.570251484,2.919673855,1.784756698,2.382496256,2.818790403,-0.016945991,-2.361588164,-1.981546426,-1.092781655,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.988316245,-0.223474319,-0.331461995,-0.529876029,0.988316245,1.112138229,-0.562958134,0.965566192,1.180867532,1.694780673,-2.404034618,-2.385042643,-0.034885712,1.509467183,1.782266651,3.085871822,1.78672573,2.235797127,2.699046497,-0.032771121,-2.270631359,-2.007382477,-1.073373175,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.975323669,-0.236666665,-0.3137475,-0.468742765,0.975323669,1.114196536,-0.834210888,1.08810468,1.140674839,1.426795235,-1.873456103,-1.815115163,-0.542143538,1.926070437,1.922667806,2.229449555,0.758103721,1.035747375,1.285493635,-0.235076155,-1.418552326,-1.556555239,-0.183514563,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.476169755,-0.6466091,-0.605900278,-0.716612212,0.476169755,0.310744047,-0.374430115,0.104952127,-0.370168581,-0.108753915,-0.77042479,-0.200208451,-0.568610066,0.536985686,1.14622115,2.387367197,1.591397814,1.059490586,1.251582161,1.607054463,-1.313830545,-1.358557857,-0.637187794,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,1.080289212,-0.331060685,-0.341823193,-0.578900822,1.080289212,1.135548287,-0.357899494,1.116895278,0.988911407,1.232973233,-1.594112435,-1.543307304,-0.560619915,2.018105955,1.875553325,1.787043577,0.392651492,0.697745798,1.008454134,-0.284262368,-0.746497593,-1.447285335,-0.0590779,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,1.104255671,0.112134313,-0.193009416,-0.323333188,1.104255671,1.294530434,-0.454871618,1.086224073,0.881778429,1.327481784,-1.763864775,-1.643284638,-0.0690637,1.706162561,1.788391534,2.27617425,0.966427245,0.941792094,1.186249886,-0.028494059,-1.076047324,-1.492794709,-0.311893575,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.848783044,0.364152262,-0.169457835,0.106583461,0.848783044,1.178731899,-0.816750443,0.964958362,1.450858143,1.678286783,-1.918452985,-1.744482742,-0.452287477,1.79046058,2.104529705,2.065025943,0.860493355,0.684008654,0.831041563,-0.462615855,-1.161606099,-1.377678115,-0.008939325,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.525984526,0.658254167,-0.112208368,0.760600778,0.525984526,0.892070657,-1.023216421,0.40059228,2.137726054,2.746446045,-2.899211948,-2.507944427,-0.964379347,3.186875593,2.96107098,2.074489172,0.610032559,0.275625414,0.357813646,-0.392472038,-1.484948095,-1.570776918,0.368009756,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,1.04636354,-0.38112569,-0.334667226,-0.517959713,1.04636354,0.752503767,-0.662822905,0.869928338,-0.19988011,0.050913984,-1.035514111,-1.285881596,0.275631721,-0.191153725,0.87908204,3.016080505,3.309968428,1.982931924,1.702585609,0.987308174,-1.581033029,-1.59416368,-1.188105598,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.97699481,0.818289496,0.016099085,0.664680181,0.97699481,1.214288982,-1.140460627,0.910697238,0.774985079,1.546559047,-2.566007775,-2.585024027,0.729879772,0.582596209,1.764834293,3.994341852,3.950297442,2.663005342,2.625092661,0.79740662,-2.632569269,-2.140750226,-1.65582976,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.786699518,0.030777638,-0.268726622,-0.14774161,0.786699518,0.687845489,-0.658867066,0.582391094,0.326458793,0.66761879,-1.532227136,-1.784466019,0.000918114,0.134228484,1.195691356,3.461443742,3.518291951,2.263949793,1.971386729,0.9821757,-2.013685132,-1.824949933,-1.31719221,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.638505422,-0.41978902,-0.429199969,-0.723294283,0.638505422,0.621903528,0.495391439,0.381241657,0.379742429,0.532963437,-0.980072561,-1.073536783,-0.577168758,0.838340924,1.319131297,1.304418874,0.584828957,0.777285557,0.980290367,0.459946426,-0.530306493,-1.218948371,-0.19524052,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.751606143,-0.14654416,-0.312473867,-0.35359655,0.751606143,0.749675326,-0.118855164,0.561267633,0.826165624,1.201961541,-1.650304804,-1.716868196,-0.353427298,1.437793505,1.656470986,2.364300575,1.076299197,1.232646437,1.345844564,0.231551313,-1.314910151,-1.482207459,-0.503350148,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.385126194,0.715756458,0.063988725,0.554249569,0.385126194,0.630525429,-0.551185484,0.186789274,1.272766815,1.868792393,-2.309474868,-2.176492676,-0.394000224,1.921998069,2.199229813,2.978819039,1.950549143,1.12563239,0.968794952,-0.148251796,-1.591559187,-1.655079874,-0.392155728,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.276462347,-0.867035989,-0.724675302,-0.937770941,0.276462347,-0.097468525,0.118652911,-0.215489158,-0.431109268,-0.18439727,-0.790181702,-0.271260466,-0.235317291,0.255177816,0.72360425,1.834359724,1.913137546,1.726844427,1.957400641,2.066838632,-1.614500815,-1.638092868,-0.87322322,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.669990707,0.248693984,-0.007395817,-0.001660371,0.669990707,0.780066671,-0.408808591,0.421390508,0.857054134,1.290238971,-1.743647461,-1.710506069,-0.13640608,1.312771805,1.584385829,2.739872495,2.009226279,1.187873523,1.014968203,-0.271003476,-1.403167941,-1.45020868,-0.448359453,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.610264438,0.18487954,-0.169119978,-0.009749343,0.610264438,0.691106836,-0.515040217,0.541442631,1.008773492,1.47025628,-1.96092105,-1.906432496,-0.322102372,1.678470458,1.866601573,2.668898274,1.768216835,1.063730445,1.025888847,-0.236359274,-1.562949628,-1.52100104,-0.315229407,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.891661109,-0.321347977,-0.396860296,-0.572604273,0.891661109,0.784936172,-0.466111362,0.864627113,0.622376485,0.891640569,-1.338874999,-1.359489311,-0.456984922,1.192636946,1.519367844,1.508469759,0.812842795,0.837661152,0.954425684,1.082258952,-1.020177713,-1.390556636,-0.185940624,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.556370269,-0.117589326,-0.293754422,-0.326294779,0.556370269,0.634692694,-0.29395919,0.467073285,1.038552527,1.186477175,-1.392678781,-1.438219195,-0.850511882,1.660959275,1.590039567,1.655741268,0.587979408,0.376703658,0.484837982,0.273894227,-0.767280009,-1.181102902,0.066066365,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.751588945,-0.605323315,-0.462004163,-0.741453832,0.751588945,0.515226547,-0.030636566,0.621691061,0.342615952,0.422824461,-0.727638965,-0.709368369,-0.758650946,1.424761927,1.400639351,1.199140446,-0.019663685,-0.012854607,0.218719125,-0.067415323,-0.206964497,-0.846498389,0.214662543,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.964510537,-0.355996147,-0.362656942,-0.474081397,0.964510537,0.794152032,-0.281864114,0.922548857,0.610890976,0.731680551,-0.974409022,-0.927227379,-0.687904636,1.357567854,1.484031983,1.021704893,0.074849822,0.083474994,0.232705213,0.117781463,-0.267692334,-0.937912184,0.250649101,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.648784583,0.383785797,-0.215309565,0.371598371,0.648784583,0.789071765,-0.753648025,0.538521591,1.501626124,1.949638014,-2.168077393,-1.978475229,-0.671706448,2.334121718,2.13044267,1.802421325,0.760466559,0.373990148,0.430617941,0.232834431,-1.263358964,-1.386685179,0.202431157,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.603986085,0.068498985,-0.28715297,-0.149577909,0.603986085,0.745523298,-0.590798532,0.512421176,0.888495718,1.09575541,-1.283826928,-1.206550623,-0.861740399,1.674805327,1.647519234,1.147684135,0.237098011,-0.014041768,0.151470947,0.210166003,-0.543801568,-0.990058342,0.322925473,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.672040838,0.008261608,-0.263045729,-0.061559279,0.672040838,0.849670511,-0.72282221,0.730091827,1.19000051,1.265473435,-1.321911087,-1.155893097,-1.214924939,1.78150137,1.70782577,1.141769617,0.137071215,-0.0913768,0.013525968,0.022830686,-0.435031263,-0.953556031,0.385901949,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.875591219,-0.068659301,-0.26213444,-0.21306013,0.875591219,0.882312,-0.640618617,0.874997799,0.768566059,0.906259323,-1.053976263,-0.971628331,-0.791566417,1.3082922,1.615952531,0.908146139,0.294593728,0.030561551,0.169288841,0.451820008,-0.460402004,-0.895326155,0.201319213,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.565939406,-0.80123639,-0.717821592,-0.918562137,0.565939406,0.153173805,-0.020281615,0.16357205,-0.427095343,-0.087317658,-1.053395379,-0.625747303,0.218467537,0.521917925,1.066126531,2.041367869,1.913137546,1.863367894,2.218921332,2.235354876,-1.810989106,-1.806382741,-1.018584652,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.463840499,-0.69529836,-0.663632412,-0.792369185,0.463840499,0.121555349,-0.101444437,0.068751253,-0.318631771,0.061999408,-1.271600155,-1.057024135,0.572896394,0.192870584,0.733027147,2.460115773,2.625926916,2.790709902,2.962291501,2.551857467,-2.517051428,-2.074303379,-1.53250504,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.570125417,-0.86349229,-0.714536655,-0.967021443,0.570125417,0.189196957,-0.05247625,0.149760157,-0.464578969,-0.123364078,-1.098280035,-0.743808059,0.387481425,0.274317946,0.921485073,2.15729243,2.085230891,2.218668096,2.558227664,2.527478213,-2.10167302,-1.950732787,-1.156364646,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.859860603,-0.843233827,-0.687751499,-0.925520224,0.859860603,0.467146661,-0.409912208,0.560355081,-0.47086135,-0.071457405,-1.153464896,-0.61465159,-0.101773833,0.920195522,1.550934547,2.58432066,1.606362453,1.428697527,1.63418789,2.291384389,-1.746212746,-1.717181207,-0.819546641,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.61936249,-0.46909072,-0.555229563,-0.611837684,0.61936249,0.371322573,-0.25691263,0.275593042,0.009461698,0.380697275,-1.283610568,-0.55390757,0.197132948,0.926304074,1.500050907,2.055562713,1.560287118,1.448540068,1.288367489,1.848708468,-1.643380275,-1.566826452,-0.663571197,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.127249287,-0.605738421,-0.638487765,-0.738149525,0.127249287,0.064008995,-0.094521502,-0.164098997,-0.206325548,0.158990955,-1.12082728,-0.886489647,-0.641532871,1.375486273,1.60605849,2.495602884,1.599667746,0.8422402,1.278404796,2.296516863,-1.354585671,-1.821473523,-0.404690372,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.569334489,-0.569370544,-0.569638754,-0.764825168,0.569334489,0.258653747,-0.275541545,0.267401484,-0.130090113,0.278015883,-1.31651366,-0.571560973,0.634374938,0.651011993,1.535386768,2.033087543,1.737106138,1.481780564,1.246026044,1.447092343,-1.778600926,-1.545888979,-0.523061885,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.72831677,-0.654398718,-0.651223338,-0.789769219,0.72831677,0.283862479,-0.30380012,0.44905868,-0.167764638,0.286330487,-1.397752376,-0.58414918,0.55038717,1.088791561,1.86236127,1.849737472,1.270051888,1.094766215,0.803452567,1.361978809,-1.623677465,-1.520922031,-0.156322474,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.148918421,0.878488778,-0.763712206,-0.639573772,-0.79616873,0.878488778,0.536942119,-0.684765181,0.580764732,-0.041710425,0.478764931,-1.66600723,-1.681061777,0.115841859,0.696215278,1.426552315,2.743421206,2.833462827,1.947995484,2.422006996,3.81102453,-2.468739059,-2.203246606,-1.271299241,Chlamydomonas_Reinhardtii
