<<<<<<< HEAD
Eccentricity,Convexity,FeretDiameter,Area,Perimeter,Solidity,Extent,AspectRatio,Circularity,Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,contrast,dissimilarity,homogeneity,energy,correlation,Class
-0.328799817,0.415781213,-0.623541081,-0.264600369,-0.488249638,0.415781213,0.280312019,-0.20807276,0.320388973,-0.448772524,-0.438869989,-0.236238441,-0.171352067,-0.022708689,-0.053590566,0.02280034,-0.371286649,-0.578042837,-0.508820557,-0.546263258,-0.588992104,-0.593588218,-0.364301379,0.774363583,0.380181126,0.842643873,-0.727035111,-0.749266668,0.659147979,0.5626745,0.367765265,Chlamydomonas_Reinhardtii
-0.203897443,-0.310504561,-0.520714272,-0.276741705,-0.484303924,-0.310504561,-0.12409071,-0.400198305,-0.251237267,-0.560827358,-0.233165164,-0.210071507,-0.092496395,-0.022665596,-0.038717683,0.022726545,0.038182685,-0.53581618,-0.555972503,-0.712768035,-0.739226701,-0.626923902,-0.34148516,0.637579678,0.331268817,1.128738352,-0.7637809,-0.756507535,0.630544783,0.640774463,-0.947718688,Chlamydomonas_Reinhardtii
-1.163220307,0.007751632,-0.460725742,0.006491663,-0.579795487,0.007751632,0.163493681,-0.094388695,0.076220559,-0.601513313,-0.438322043,-0.243165162,-0.176966851,-0.022707604,-0.05320105,0.022823226,-0.098307093,-0.380507965,-0.472146821,-0.789561187,-0.769719861,-0.686490944,-0.339795069,0.633370943,0.442220062,0.896694296,-0.754828772,-0.774280018,0.683564887,0.743331073,-1.708047638,Chlamydomonas_Reinhardtii
-0.680203226,-0.618721561,-0.542805862,-0.322290108,-0.588828491,-0.618721561,-0.508094104,0.096734863,-0.555339541,-0.600888034,-0.451727018,-0.263474925,-0.182773825,-0.02270848,-0.053520564,0.022865088,-0.278739922,-0.379076553,-0.584263671,-0.8189866,-0.761166902,-0.487023327,-0.311908579,0.632844851,0.368773463,1.114293842,-0.723483708,-0.727736384,0.632313896,0.712588417,-1.202061014,Chlamydomonas_Reinhardtii
-0.197186144,-0.537886473,-0.53442491,-0.309804354,-0.45490639,-0.537886473,-0.467217995,-0.504761578,-0.517852135,-0.672078007,-0.500961022,-0.265858864,-0.191971608,-0.022708957,-0.053864726,0.022726058,-0.278739922,-0.457088514,-0.532920441,-0.606549471,-0.617254058,-0.485930353,-0.262895961,0.159362101,0.360959995,1.238703005,-0.695782058,-0.698595862,0.604712758,0.644968786,-1.154176815,Chlamydomonas_Reinhardtii
-0.233050136,-0.354073336,-0.566337737,-0.031469967,-0.692577186,-0.354073336,-0.212279705,0.623847671,-0.173312732,-0.667727838,-0.497711698,-0.247461675,-0.1624226,-0.022702296,-0.051098561,0.022705861,-0.250110358,-0.205875687,-0.659706784,-0.727839589,-0.752242074,-0.455327102,-0.093886931,0.788568066,0.369242271,0.658126912,-0.746888332,-0.765231987,0.676701728,0.686334614,-0.900599188,Chlamydomonas_Reinhardtii
-0.862878999,-0.983503668,-0.621525133,-0.369265543,-0.544171294,-0.983503668,-0.692381648,-0.624074945,-0.849105292,-0.284339294,-0.287168527,0.005990238,0.244300687,-0.021539038,-0.006832734,0.022902774,-0.189522213,-0.268142114,-0.345360478,-0.765159625,-0.751126471,-0.462431429,-0.247685148,0.661779908,0.311735147,0.913934517,-0.70473514,-0.707396629,0.604445832,0.632260499,-1.333762118,Chlamydomonas_Reinhardtii
-0.193646674,0.299857966,-0.387444512,0.088899186,-0.52369867,0.299857966,0.479176604,-0.754934431,0.211577387,-0.538747602,-0.476982735,-0.23365195,-0.174570822,-0.022708035,-0.05350049,0.022704674,-0.19950927,-0.382655084,-0.59369406,-0.794585038,-0.846696499,-0.557520101,-0.276416683,0.538674393,0.489257139,0.921389747,-0.700361474,-0.740462849,0.692922391,0.77177548,-1.918201112,Chlamydomonas_Reinhardtii
-0.586343782,-0.174415682,-0.427845239,-0.220809952,-0.212102895,-0.174415682,-0.206822389,-0.587703691,-0.220624071,-0.142534762,-0.399304977,-0.266230986,-0.188627026,-0.02270891,-0.053802524,0.022720734,-0.140918536,-0.189414448,-0.106457285,-0.534062477,-0.550689719,-0.243836779,-0.271346412,0.43766474,0.231725235,0.584972461,-0.460585477,-0.497097063,0.406257899,0.51647302,-1.42193073,Chlamydomonas_Reinhardtii
-0.540611459,-0.203845097,-0.559068634,-0.233778702,-0.660109639,-0.203845097,-0.055473372,-0.360320012,-0.146294972,-0.79691691,-0.534123601,-0.262087512,-0.177565726,-0.022707086,-0.052994112,0.022732718,-0.063019492,-0.537247592,-0.442807833,-0.741475756,-0.721005178,-0.553148208,0.093713093,0.650731977,0.33767586,0.812356998,-0.709300035,-0.715113709,0.615569622,0.662735827,-1.642801626,Chlamydomonas_Reinhardtii
0.29978211,-0.022134527,-0.331005468,-0.145546115,-0.29018673,-0.022134527,0.088014971,0.0215008,0.020053902,-0.423123465,-0.450132967,-0.253134938,-0.17730511,-0.022707862,-0.053233074,0.022637346,-0.136923713,-0.109971076,-0.348503941,-0.49171859,-0.581926615,-0.335100045,-8.69E-05,0.442399567,0.338926015,0.254146597,-0.488369279,-0.503828139,0.439015185,0.578731553,-0.955763228,Chlamydomonas_Reinhardtii
-0.931508681,0.244923452,-0.434996094,-0.071622581,-0.432711847,0.244923452,0.316556547,-0.667538619,0.200603197,-0.584972883,-0.448592186,-0.269353192,-0.194418248,-0.022709027,-0.053960353,0.02273026,-0.258765808,-0.345438369,-0.341169194,-0.685495701,-0.59308265,-0.327995719,-0.113322969,0.658097264,0.427061934,0.231780905,-0.624672782,-0.676775577,0.641507423,0.756804988,-1.793975867,Chlamydomonas_Reinhardtii
0.377031635,-0.660979377,-0.608830119,-0.17672734,-0.729617919,-0.660979377,-0.661765244,0.216113156,-0.655203932,-0.762060957,-0.472058593,-0.269904363,-0.18501906,-0.022708522,-0.053059497,0.02273768,-0.337996459,-0.432754508,-0.620937406,-0.798173503,-0.826243769,-0.630749308,-0.511339235,0.621270828,0.550045919,0.977303978,-0.771482304,-0.798307364,0.744203832,0.816988079,-1.858477537,Chlamydomonas_Reinhardtii
-1.477914413,-0.201384586,-0.385414166,0.141012299,-0.185592303,-0.201384586,0.042136766,-0.29200261,-0.213853309,-0.307253978,-0.417238253,-0.223350721,-0.15134066,-0.022706896,-0.052557502,0.022967259,-0.230136245,-0.648897737,-0.607315733,-0.712768035,-0.770835465,-0.717094195,-0.439510397,0.042043598,0.519104586,1.550890792,-0.5636735,-0.655922978,0.683182864,0.769736628,-1.813199744,Chlamydomonas_Reinhardtii
-0.992707529,-0.648154583,-0.490885208,-0.143494718,-0.531227327,-0.648154583,-0.408523708,-0.425045895,-0.495663375,-0.776866494,-0.54015036,-0.272403071,-0.194923831,-0.022709017,-0.053986871,0.022719749,-0.290058586,-0.362615314,-0.564355071,-0.665400297,-0.715799028,-0.56735686,-0.142899549,0.705445539,0.48660056,0.505760634,-0.724564298,-0.744562547,0.690249428,0.745472095,-1.321170316,Chlamydomonas_Reinhardtii
-0.600337824,-0.079210088,-0.578315788,-0.047916393,-0.693911544,-0.079210088,-0.048904429,0.074889953,-0.148213462,-0.698776395,-0.51916625,-0.267556009,-0.19118661,-0.022708983,-0.053868341,0.022718075,-0.286729567,-0.73549817,-0.537111725,-0.857742022,-0.787941384,-0.617087143,-0.418384268,0.613905541,0.552077421,1.029490593,-0.746222742,-0.765699041,0.713467279,0.759142014,-1.397088194,Chlamydomonas_Reinhardtii
-0.616550247,-0.373614477,-0.720427134,-0.369156694,-0.765543804,-0.373614477,-0.487199157,-0.272047143,-0.485859406,0.735655249,-0.408463611,-0.25290064,-0.177365494,-0.022708114,-0.053211167,0.022719883,5.745452823,3.803509646,1.094345605,-0.689084166,-0.765257448,-0.723652034,0.393704121,-2.398496928,-2.065746884,3.106238304,2.718916477,3.476063151,-3.64765168,-2.557539852,-3.962059121,Chlamydomonas_Reinhardtii
-0.632762669,-0.519055748,-0.440216627,-0.007399221,-0.191765917,-0.519055748,-0.323112961,-0.339176653,-0.44427813,-0.550463689,-0.464989007,-0.22232303,-0.165634667,-0.022708438,-0.053509357,0.022540121,-0.500452586,-0.33613419,-0.762393244,-0.808221205,-0.80058489,-0.761359611,-0.507959054,0.777520135,0.604271387,0.874794555,-0.774005165,-0.804797281,0.764270562,0.811539629,-1.29299102,Chlamydomonas_Reinhardtii
0.308246761,1.037595727,-0.272072929,0.906761618,-0.469828976,1.037595727,0.68970276,0.074849761,0.655130492,-1.002396429,-0.577395353,-0.277501237,-0.199292602,-0.022709052,-0.054038655,0.02272101,-0.447854086,-0.525796295,-0.619889585,-0.877837426,-0.819922016,-0.783219076,-0.535845544,0.685454045,0.601458539,1.091462198,-0.799073924,-0.822697974,0.77049554,0.867507418,-0.977300498,Chlamydomonas_Reinhardtii
-0.595973708,0.024216463,-0.495828011,0.1943094,-0.663767994,0.024216463,0.157630112,0.32774007,0.178589987,-0.830387845,-0.539424659,-0.266887218,-0.192231769,-0.022708997,-0.053964342,0.022725592,-0.527750541,-0.504325113,-0.623033048,-0.742193449,-0.663365667,-0.566810374,-0.387962643,0.719650021,0.544420222,0.724292085,-0.763321909,-0.780824882,0.736043215,0.778122197,-0.827139201,Chlamydomonas_Reinhardtii
-0.073364324,-0.6087122,-0.638260593,-0.384293407,-0.685647006,-0.6087122,-0.705819329,0.068314628,-0.730916377,0.846228663,-0.37891761,-0.24981131,-0.172054299,-0.022707463,-0.053050719,0.022716141,4.343935833,3.096392061,1.513474013,-0.060385095,-0.300050813,0.093891953,0.80862129,-1.925014179,-1.884630697,1.484725619,2.35921501,3.111370105,-3.081257669,-2.123310784,-3.241472731,Chlamydomonas_Reinhardtii
0.449245059,-0.239683298,-0.408978515,-0.197893355,-0.203373142,-0.239683298,-0.16101022,-0.149548313,-0.23193558,-0.621354256,-0.49641167,-0.255998304,-0.188934707,-0.02270897,-0.053984493,0.0227165,-0.240789105,-0.651760561,-0.739341182,-0.762288853,-0.770091729,-0.615447683,-0.281486954,0.690714964,0.472848856,1.039741535,-0.773528366,-0.786347112,0.722810256,0.794108733,-1.03017998,Chlamydomonas_Reinhardtii
-0.45413307,-0.023203532,-0.516238373,-0.23167928,-0.48275228,-0.023203532,-0.12258083,-0.236930055,-0.220694869,-0.084006932,-0.344953221,-0.249231381,-0.18227101,-0.022708668,-0.053599619,0.022698678,-0.272747687,-0.293191826,-0.295065069,-0.476647037,-0.600148138,-0.420898445,-0.307683354,0.187771066,0.420811159,0.68189046,-0.598087127,-0.590880333,0.513070296,0.573240785,-0.931391023,Chlamydomonas_Reinhardtii
-1.357511199,-0.359490498,-0.5023248,-0.020997049,-0.309779152,-0.359490498,-0.43773311,-0.161589271,-0.501725355,-0.868236663,-0.53098416,-0.266568434,-0.194908786,-0.022709099,-0.054140684,0.022736268,-0.40657425,-0.499315171,-0.500437989,-0.854153557,-0.75298581,-0.762999071,-0.353315792,0.678088758,0.522386243,1.017375843,-0.722486753,-0.74983446,0.715264329,0.789797206,-2.36889371,Chlamydomonas_Reinhardtii
0.567358481,-0.602644386,-0.396271603,-0.00219956,-0.122594521,-0.602644386,-0.49648941,-0.33813325,-0.619592051,-0.799913827,-0.345777309,-0.277775001,-0.199696337,-0.022709051,-0.054029475,0.022720965,-0.364628611,-0.48142252,-0.836788537,-0.875684347,-0.793519402,-0.648783367,-0.490213106,0.786463698,0.709753205,0.514147769,-0.805759293,-0.818784487,0.770542221,0.830216572,-0.818581866,Chlamydomonas_Reinhardtii
0.673125049,-0.705714443,-0.569305698,-0.279559186,-0.47370961,-0.705714443,-0.596721693,-0.070246056,-0.717002206,-0.854861563,-0.480642686,-0.261880552,-0.179622419,-0.02270836,-0.053101056,0.022730111,-0.456509535,-0.094225543,-0.402990634,-0.802479661,-0.798725551,-0.650969313,-0.378667146,0.675458298,0.459878499,0.876192411,-0.790613329,-0.802877169,0.715081776,0.843729325,-1.770843929,Chlamydomonas_Reinhardtii
1.281036034,-0.459019044,-0.529725827,-0.067006939,-0.459048395,-0.459019044,-0.427176313,0.437504466,-0.592767937,-0.997579171,-0.552936149,-0.260902447,-0.190950397,-0.022708643,-0.053945407,0.022913601,-0.477815257,-0.435617332,-0.697428341,-0.859895101,-0.826615637,-0.706710949,-0.258670735,0.874321053,0.606615427,0.68422022,-0.783891813,-0.818167853,0.791100305,0.865618366,-1.606008025,Chlamydomonas_Reinhardtii
-1.833208838,0.717787547,-0.346340006,0.342046828,-0.168791944,0.717787547,0.856037701,-1.435280951,0.547185196,-0.682886313,-0.51563157,-0.250589097,-0.15794752,-0.022704459,-0.052369304,0.022705249,-0.778758572,-0.429175977,-0.627224332,-0.627362568,-0.758191959,-0.632935255,-0.547676176,0.518156807,0.712566053,0.718700662,-0.766200303,-0.79408556,0.785335585,0.879015608,-1.084483964,Chlamydomonas_Reinhardtii
-0.321037193,-0.30234433,-0.492267464,-0.321830947,-0.220952693,-0.30234433,-0.196764343,-0.557086139,-0.296220424,-0.509678515,-0.395439068,-0.254412796,-0.174626311,-0.022708149,-0.05291782,0.022746166,-0.365294415,-0.784881888,-0.872414451,-0.886449743,-0.810625321,-0.558066588,-0.605139246,0.462917153,0.660997164,1.17440164,-0.795957236,-0.830207474,0.829267373,0.912883654,-1.246036152,Chlamydomonas_Reinhardtii
0.111568681,-0.704044599,-0.393635363,-0.275609974,-0.077933343,-0.704044599,-0.373754035,-0.043274663,-0.590173285,-0.692371149,-0.499260683,-0.249818165,-0.178869363,-0.022708926,-0.053805765,0.022792368,-0.461170162,-0.50861935,-0.637702543,-0.817551214,-0.801700493,-0.68867689,-0.475847338,0.351911753,0.65974701,1.043469151,-0.79272331,-0.826562619,0.80662221,0.867166087,-1.479362058,Chlamydomonas_Reinhardtii
-1.606716504,0.387896848,-0.428506218,0.165093909,-0.133772451,0.387896848,0.616980632,-1.502089373,0.442695629,-0.795050451,-0.508524665,-0.232014573,-0.181697562,-0.022708039,-0.0536114,0.023315281,-0.5204267,-0.598798313,-0.791732233,-0.932382095,-0.798353683,-0.5739147,-0.466551842,0.645997149,0.707721703,0.776012748,-0.814949186,-0.846432266,0.843139771,0.899896991,-1.153129492,Chlamydomonas_Reinhardtii
0.101620199,-0.260371577,-0.296042683,-0.062024976,0.031810149,-0.260371577,-0.11793856,-0.350268117,-0.377096268,-0.082724527,-0.276339972,-0.204009872,-0.097042163,-0.022690739,-0.046703948,0.022741089,-0.562372339,-0.245955227,-0.582168029,-0.743628835,-0.739970436,-0.61435471,-0.396413094,0.956391396,0.643494996,0.19916427,-0.738039768,-0.748421087,0.734054043,0.845325813,-0.727358377,Chlamydomonas_Reinhardtii
-0.916283562,0.317610507,-0.379547924,-0.049544806,-0.127279902,0.317610507,0.375223724,-0.864741669,0.29888376,-0.436974999,-0.491791585,-0.261482172,-0.184624057,-0.022708807,-0.053675436,0.02270282,0.020205983,-0.104245427,-0.363173435,-0.585018681,-0.641053598,-0.394667087,0.113149131,0.386107729,0.184688158,0.779740363,-0.614145137,-0.629914468,0.516904593,0.547421327,-1.112652328,Chlamydomonas_Reinhardtii
-1.450128452,0.004285243,-0.547196592,-0.293832768,-0.60384391,0.004285243,0.088934459,-0.038670053,0.130751017,-0.845229282,-0.515612885,-0.266794709,-0.190104782,-0.022708883,-0.053771106,0.022714425,-0.224809814,-0.689692982,-0.404038455,-0.738604984,-0.626178885,-0.352587617,-0.256135599,0.671775654,0.437219442,0.593359595,-0.760667393,-0.795917145,0.790243561,0.833892152,-0.422703171,Chlamydomonas_Reinhardtii
