<<<<<<< HEAD
Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,Eccentricity,Convexity,FeretDiameter,Area,Perimeter,Solidity,Extent,AspectRatio,Circularity,contrast,dissimilarity,homogeneity,energy,correlation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,Class
0.90998511,-0.251516153,-0.149573359,-0.137289306,-0.039553644,-0.075250517,0.026856203,-0.265342682,-0.125743007,-0.523694093,-0.197756734,-0.424143247,-0.125743007,-0.193391623,-0.271568189,-0.220679309,2.642888583,2.642888583,-2.642888583,-2.083869601,-2.793452012,-2.087777451,-1.014863513,1.682046675,0.711881035,1.561830831,0.210838988,1.260628457,2.118173399,1.03158034,0.201500182,Chlamydomonas_Reinhardtii
0.383936842,-0.330336936,-0.262416665,-0.221989099,-0.040640734,-0.103010964,0.027049487,-0.116163066,-0.281329944,-0.596437139,-0.541971455,-0.576347794,-0.281329944,-0.352443185,-0.138004797,-0.309642241,2.623171519,2.623171519,-2.623171519,-2.265384438,-2.410199146,-1.749764945,-0.434857324,2.705953232,1.924753751,2.633308557,0.274320371,1.012032781,1.373516366,0.452366801,0.117771072,Chlamydomonas_Reinhardtii
0.267458538,-0.434296341,-0.287351128,-0.223564898,-0.040569092,-0.100462822,0.026732082,0.033016549,-0.356586238,-0.541848237,-0.543165796,-0.545499614,-0.356586238,-0.388485659,-0.006926837,-0.382103847,2.577928628,2.577928628,-2.577928628,-2.256632716,-2.328189411,-1.796024941,-0.386338004,2.797599189,2.019299966,2.592097875,0.313114549,1.0111559,1.3915641,0.446287383,0.133719474,Chlamydomonas_Reinhardtii
-0.212342119,-0.429279316,-0.232782709,-0.144249021,-0.039923647,-0.079539745,0.023539095,0.569232768,-0.33755216,-0.607981629,-0.256226277,-0.573713287,-0.33755216,-0.450044253,0.084612938,-0.354821499,1.105039359,1.105039359,-1.105039359,-1.185984788,-0.817765237,-0.638911317,0.379733102,2.571644501,1.336309396,1.48257952,0.062127971,0.228978324,0.155482304,-0.135548649,0.073765297,Chlamydomonas_Reinhardtii
-0.015401865,-0.514247339,-0.290769633,-0.23508829,-0.040609025,-0.103853846,0.018588756,-0.073651259,-0.235705178,-0.491742545,-0.421176546,-0.496304529,-0.235705178,-0.25859372,-0.09784137,-0.251366376,3.178358242,3.178358242,-3.178358242,-2.259165642,-3.64723926,-2.349763994,-0.884440018,3.06621665,2.015066553,2.953483854,0.469760738,1.476341107,2.058202282,0.87768763,-0.028422612,Chlamydomonas_Reinhardtii
-0.070546666,-0.538054107,-0.331227349,-0.266158007,-0.04066372,-0.106052014,0.027275065,-0.006701265,-0.319464997,-0.54301075,-0.477499786,-0.557946519,-0.319464997,-0.308174556,-0.079925409,-0.313738685,3.130170064,3.130170064,-3.130170064,-2.231953014,-3.59635629,-2.340097726,-0.83324991,3.103349064,1.93674842,2.930236802,0.503852592,1.392599001,2.037334589,0.823688096,0.043049856,Chlamydomonas_Reinhardtii
-0.187335227,-0.517918555,-0.282395517,-0.228474837,-0.040534808,-0.099915976,0.026072579,-0.17010158,0.012347205,-0.504651997,-0.488097246,-0.494601814,0.012347205,-0.07925516,-0.389444534,-0.00667069,3.168131549,3.168131549,-3.168131549,-2.333858087,-3.468912591,-2.140558341,-1.051364286,3.275580259,1.908525669,2.45578562,0.434787199,1.332094233,1.870017053,0.756099276,0.041573152,Chlamydomonas_Reinhardtii
0.003661102,-0.460556007,-0.313595903,-0.24452983,-0.040619417,-0.103516375,0.027851705,-0.119109062,-0.354575211,-0.498871888,-0.421688707,-0.498781012,-0.354575211,-0.35889078,-0.029622672,-0.363702493,3.069300785,3.069300785,-3.069300785,-2.243634013,-3.433899577,-2.38490011,-0.875982522,3.134951118,2.302938611,2.921783329,0.520604624,1.489494317,2.027370736,0.883647843,-0.045404706,Chlamydomonas_Reinhardtii
0.184397822,-0.32684244,-0.272457705,-0.227753107,-0.040543546,-0.102139496,0.02722702,-0.068116545,-0.137044442,-0.453659634,-0.419083109,-0.441885559,-0.137044442,-0.191800553,-0.149668633,-0.135872354,3.065128294,3.065128294,-3.065128294,-2.300218967,-3.309026143,-2.239675944,-0.921831054,3.242398102,2.11455175,2.998921272,0.41039389,1.386460836,1.94220799,0.809383584,-0.052197544,Chlamydomonas_Reinhardtii
0.280194748,-0.362186681,-0.185251802,-0.09886195,-0.039497711,-0.074731883,0.031402651,-0.017124027,-0.358640347,-0.525904697,-0.378661487,-0.547628342,-0.358640347,-0.30718668,-0.005011002,-0.341544382,2.851022245,2.851022245,-2.851022245,-2.221690392,-2.989497896,-2.168866697,-0.627154081,2.865543606,1.924048182,2.695652921,0.414214529,1.25273653,1.851405328,0.715808234,0.096801877,Chlamydomonas_Reinhardtii
0.211109954,-0.365512548,-0.231384116,-0.191389005,-0.040545084,-0.097734301,0.038111745,0.033868491,-0.216156207,-0.471687188,-0.397321193,-0.486816282,-0.216156207,-0.228845283,-0.137907283,-0.220434549,2.999432017,2.999432017,-2.999432017,-2.271239208,-3.221365639,-2.196024306,-0.809212815,3.150752145,1.73566132,2.684029396,0.446836906,1.279042951,1.945403943,0.803542575,-0.010554495,Chlamydomonas_Reinhardtii
0.323877706,-0.39802234,-0.275251484,-0.234458296,-0.040616993,-0.102906966,0.028164199,-0.203357963,-0.269205926,-0.474411125,-0.363622675,-0.450206658,-0.269205926,-0.233477817,-0.150836183,-0.260196603,2.784589645,2.784589645,-2.784589645,-2.259420969,-2.770894884,-2.034766411,-0.765144808,2.65222974,1.737072458,2.42514178,0.381004361,1.146633967,1.730335111,0.70174213,0.16620696,Chlamydomonas_Reinhardtii
-0.771691782,-0.632988086,-0.34305177,-0.262628154,-0.040633048,-0.104548093,0.027329143,-0.440584417,-0.153799761,-0.530146537,-0.424913464,-0.536074008,-0.153799761,-0.145066566,-0.348211821,-0.132263357,2.085656522,2.085656522,-2.085656522,-1.948569515,-1.782695047,-1.739101364,-0.141070613,3.845207287,2.906905479,3.122553317,0.454184288,1.053246173,1.103740339,0.327440728,-0.224676557,Chlamydomonas_Reinhardtii
-0.706268874,-0.585686872,-0.359545415,-0.285234542,-0.040646883,-0.106262147,0.026565807,-0.129308778,0.007462875,-0.612861467,-0.51249496,-0.61488876,0.007462875,-0.094921493,-0.300171555,0.003067169,2.284217998,2.284217998,-2.284217998,-2.06951688,-2.013656304,-2.026634471,-0.465571389,4.519911145,3.234289388,3.733316755,0.568803451,1.233883595,1.372764377,0.439254332,-0.311802086,Chlamydomonas_Reinhardtii
-0.289050027,-0.329692375,-0.350895843,-0.279205576,-0.040672349,-0.107381313,0.027554517,0.181966862,-0.465926362,-0.633682471,-0.118630624,-0.674109023,-0.465926362,-0.567159033,0.201568611,-0.592754136,0.892815021,0.892815021,-0.892815021,-0.9815274,-0.655675956,-0.53304267,0.562682099,2.241403035,1.21918498,1.166630959,0.04037972,0.207056306,0.075207487,-0.188952161,0.087203302,Chlamydomonas_Reinhardtii
-0.474536422,-0.449040525,-0.303988573,-0.224967168,-0.039975354,-0.089330888,0.026935591,-0.347600431,-0.165040111,-0.591736454,-0.51960965,-0.571922228,-0.165040111,-0.176248585,-0.28143888,-0.112395512,2.280045507,2.280045507,-2.280045507,-2.081175199,-1.98408337,-1.986281639,-0.43663785,4.410094006,3.345769254,3.678369179,0.52707032,1.086567639,1.364116504,0.458803832,-0.341040823,Chlamydomonas_Reinhardtii
-0.798981018,-0.624223199,-0.34446427,-0.274558475,-0.04062687,-0.105521949,0.0261409,-0.5106609,-0.057194181,-0.569722048,-0.452387446,-0.562824087,-0.057194181,-0.085208938,-0.492310338,-0.034731096,1.903948636,1.903948636,-1.903948636,-1.832852769,-1.573376163,-1.458396017,-0.270603845,3.025924031,2.359384113,2.75377055,0.333981115,0.800704534,0.969322318,0.300977381,-0.11894456,Chlamydomonas_Reinhardtii
-0.461741355,-0.551789022,-0.34082359,-0.278106255,-0.040655909,-0.106036821,0.023804104,-0.543550347,0.055076606,-0.541860972,-0.392459502,-0.522347213,0.055076606,0.030790641,-0.516963725,0.073233867,1.737948951,1.737948951,-1.737948951,-1.745651266,-1.343128144,-1.056095159,-0.190480196,1.997277166,1.358182028,1.661159141,0.135895689,0.523171796,0.702742245,0.178673802,0.188505188,Chlamydomonas_Reinhardtii
0.234256303,-0.321938542,-0.252895456,-0.160335507,-0.039257224,-0.084172695,0.027616626,0.047447412,-0.021255325,-0.64669892,-0.532802851,-0.680717697,-0.021255325,-0.266729768,-0.013419274,-0.165118201,2.205758807,2.205758807,-2.205758807,-2.061528353,-1.854292882,-1.99502731,-0.598220541,4.446436369,3.677386576,4.063002209,0.534711598,1.07516819,1.42615559,0.547134194,-0.558706975,Chlamydomonas_Reinhardtii
0.08659702,-0.183362482,-0.249745243,-0.202839251,-0.04054511,-0.097420213,0.014493645,-0.048452636,0.193873843,-0.592986656,-0.443338774,-0.57993939,0.193873843,0.062550788,-0.46228572,0.185364646,1.752184508,1.752184508,-1.752184508,-1.721418159,-1.419590496,-1.190885892,-0.401027339,2.446816387,1.81045161,2.060585749,0.239934622,0.596829774,0.815164589,0.246739439,0.033598951,Chlamydomonas_Reinhardtii
0.312667813,-0.358109879,-0.248047023,-0.208428722,-0.040522556,-0.099536585,0.028071867,-0.144352685,-0.00779396,-0.550556901,-0.38936875,-0.563564655,-0.00779396,-0.135382723,-0.190927035,-0.063495419,2.11445489,2.11445489,-2.11445489,-2.063442175,-1.651145465,-1.60431063,-0.671222087,2.872654068,2.284593823,2.812944862,0.332217743,0.855071137,1.280269739,0.487293652,-0.161621302,Chlamydomonas_Reinhardtii
0.399507286,-0.278499585,-0.153618235,-0.146316578,-0.039334234,-0.088851298,0.187756467,-0.240252733,-0.140158644,-0.561700353,-0.478827381,-0.59002649,-0.140158644,-0.244142093,-0.140337056,-0.176670931,1.959909101,1.959909101,-1.959909101,-1.936084377,-1.521812683,-1.493838999,-0.35606907,2.941388536,2.451108053,2.75905397,0.325752046,0.816926827,1.040385272,0.347467045,-0.141242788,Chlamydomonas_Reinhardtii
0.611727222,-0.269263324,-0.205276707,-0.191805929,-0.040554313,-0.098503123,0.025946811,-0.438498344,0.101906961,-0.556788958,-0.445976387,-0.537979886,0.101906961,-0.035007529,-0.287008936,0.049052869,2.116582042,2.116582042,-2.116582042,-2.035790266,-1.701639029,-1.7084148,-0.673447744,3.341944573,3.09529234,3.438501877,0.349557565,0.937497922,1.273689836,0.448671469,-0.288765506,Chlamydomonas_Reinhardtii
0.889817583,-0.161640996,-0.215785381,-0.193759531,-0.040582799,-0.101213992,0.027308192,-0.60792456,-0.027576609,-0.553330291,-0.465972438,-0.503904832,-0.027576609,-0.038315477,-0.612856189,0.00434456,2.225394058,2.225394058,-2.225394058,-2.098078939,-1.835442291,-1.799400463,-0.848384377,3.514175769,2.96899553,3.568474028,0.377477617,0.935744161,1.372388382,0.477995719,-0.20680844,Chlamydomonas_Reinhardtii
0.515383995,-0.323040745,-0.228759525,-0.241334568,-0.04066577,-0.106042632,0.026003758,-0.777350777,0.235437402,-0.501556692,-0.335927247,-0.438894298,0.235437402,0.198977418,-0.725231015,0.304830284,1.859769321,1.859769321,-1.859769321,-1.870228475,-1.4078722,-1.24673544,-0.483376645,2.269844883,1.562796972,2.09651301,0.202022129,0.65601922,0.932662858,0.295613189,0.094586821,Chlamydomonas_Reinhardtii
0.041639674,-0.386162697,-0.298707273,-0.2397642,-0.040636078,-0.104357948,0.028238849,-0.737879757,-0.46209185,-0.671350196,-0.455880784,-0.650255374,-0.46209185,-0.632981506,0.021624813,-0.568757906,0.902550833,0.902550833,-0.902550833,-1.038329351,-0.564367372,-0.458320886,0.377507445,1.796604121,0.711175466,0.73127709,-0.024865034,0.13515209,0.136306587,-0.134595015,0.19677473,Chlamydomonas_Reinhardtii
0.352302407,-0.31229008,-0.220560616,-0.209489111,-0.040607423,-0.100746172,0.030419306,-0.698408737,0.261206788,-0.546729621,-0.373165281,-0.539897733,0.261206788,0.202860482,-0.637788403,0.30277871,1.578576163,1.578576163,-1.578576163,-1.657151764,-1.12453926,-1.003851283,-0.401472471,1.866128641,1.298914251,1.833398657,0.171457019,0.532379043,0.737521732,0.19679285,0.100050626,Chlamydomonas_Reinhardtii
0.582117705,-0.315114108,-0.217733861,-0.211710617,-0.040611429,-0.103961211,0.029194509,-0.453371272,0.076722582,-0.536120503,-0.425016904,-0.500822946,0.076722582,0.027462449,-0.563647979,0.116658315,1.664807641,1.664807641,-1.664807641,-1.749607109,-1.166920468,-1.173317834,-0.192260722,2.017818501,1.526107395,2.091229589,0.18703347,0.539394088,0.908599213,0.310275314,-0.040236243,Chlamydomonas_Reinhardtii
0.591353506,-0.380369161,-0.164268702,-0.202958027,-0.04051102,-0.102464763,0.060856028,-0.130968865,0.354484385,-0.432500459,-0.184016035,-0.384299995,0.354484385,0.336626379,-0.749491727,0.365811958,1.910657347,1.910657347,-1.910657347,-1.976584182,-1.34640931,-1.188814549,-0.403698128,1.796604121,1.122522059,1.685462876,0.117086391,0.621820873,1.032677385,0.372142329,0.075537341,Chlamydomonas_Reinhardtii
1.135025834,-0.327274706,-0.257545676,-0.23129515,-0.040627893,-0.10307754,0.025815555,0.191433543,-0.169038426,-0.669431462,-0.415671141,-0.64148105,-0.169038426,-0.240266557,-0.358791845,-0.218734981,2.310889214,2.310889214,-2.310889214,-2.138811542,-1.952871905,-1.865760158,-0.782059801,1.332053924,0.568650574,1.149724013,0.104742788,1.07516819,1.952171843,0.901766892,0.256876578,Chlamydomonas_Reinhardtii
-0.116795461,-0.569435352,-0.348598793,-0.286065171,-0.040676095,-0.108012278,0.027007101,0.055436676,0.565541545,-0.304962239,0.211843649,-0.379474547,0.565541545,0.394519205,-0.068547764,0.341950392,1.304664411,1.304664411,-1.304664411,-1.296860693,-1.122717691,-0.782140856,0.249754739,2.568484296,1.945920814,1.965484175,0.131193365,0.285975569,0.287080366,-0.09060864,-0.014836936,Chlamydomonas_Reinhardtii
0.621877364,-0.472730449,-0.300769447,-0.267800648,-0.040658486,-0.106389896,0.026568175,-0.080560192,0.415348735,-0.409936868,-0.115377949,-0.472877589,0.415348735,0.312693157,-0.189301713,0.294296897,2.613435707,2.613435707,-2.613435707,-2.264926611,-2.390073724,-2.016738054,-0.529225177,3.869698879,2.784136513,3.463862297,0.342210183,1.079114154,1.624116675,0.5975576,-0.283892383,Chlamydomonas_Reinhardtii
0.355192522,-0.499580084,-0.324277819,-0.276250194,-0.040672258,-0.107466773,0.026289177,-0.196183894,0.501891977,-0.385580895,0.054476809,-0.410010582,0.501891977,0.38074632,-0.219516489,0.374036289,1.736558121,1.736558121,-1.736558121,-1.799932264,-1.246599552,-1.227019322,0.19544871,2.830781346,1.848552323,2.268752526,0.209075616,0.549039776,0.798432835,0.182965155,-0.079811907,Chlamydomonas_Reinhardtii
-0.029794369,-0.350713671,-0.24057364,-0.215307589,-0.040599403,-0.101255532,0.022674384,-0.705247014,0.017367401,-0.546944846,-0.390110536,-0.491676969,0.017367401,-0.016882974,-0.556919554,0.05779823,0.969556127,0.969556127,-0.969556127,-1.015394614,-0.801119359,-0.475045064,0.150935572,1.360495773,0.805016112,1.044055598,0.014223039,0.257476946,0.288396347,0.004158753,-0.029899316,Chlamydomonas_Reinhardtii
0.740183847,0.042064599,-0.176302986,-0.135429195,-0.040322713,-0.086793314,0.018557248,-0.284176822,-0.022666236,-0.574759772,-0.471465576,-0.548407626,-0.022666236,-0.134352012,-0.230302417,-0.050555529,1.48874489,1.48874489,-1.48874489,-1.691947628,-0.856947743,-1.154905896,-0.448656397,2.020188655,1.365237716,1.903139811,0.156174464,0.598145095,0.92777493,0.333877759,0.020308616,Chlamydomonas_Reinhardtii
0.920470478,-0.108228683,0.002811884,0.100262421,-0.037316132,-0.009774573,0.038578497,0.13689337,-0.027212028,-0.54832074,-0.162237501,-0.525711426,-0.027212028,-0.080624037,-0.092706008,-0.120243919,2.057267221,2.057267221,-2.057267221,-2.114454657,-1.446831202,-1.59940078,-0.606678037,2.344899762,1.551507871,2.117646693,0.128548307,0.910753061,1.42277164,0.637014212,-0.057070667,Chlamydomonas_Reinhardtii
-0.243731909,-0.410227659,-0.293127096,-0.204842898,-0.040410149,-0.093800079,0.026534383,0.512521584,-0.584280226,-0.626082802,-0.447825128,-0.457025964,-0.584280226,-0.697957989,-0.01502613,-0.673572154,1.104793918,1.104793918,-1.104793918,-1.104117479,-0.988514693,-0.467987154,0.45317978,1.531936917,0.936957472,0.798904876,-0.048376658,0.123752641,0.092879226,-0.179892637,0.288921052,Chlamydomonas_Reinhardtii
0.142955819,-0.481240134,-0.330455296,-0.280809211,-0.040671982,-0.107806627,0.027632051,-0.385817448,0.564435777,-0.430857738,-0.025106939,-0.367854606,0.564435777,0.432934664,-0.260222216,0.461476128,1.668325623,1.668325623,-1.668325623,-1.770416627,-1.140096524,-1.229013949,-0.305769224,2.498959777,1.686271506,2.164140795,0.124139878,0.550793537,0.973458258,0.373334371,-0.130315179,Chlamydomonas_Reinhardtii
0.676647573,-0.263008122,-0.18870796,-0.149318767,-0.039477754,-0.083876417,0.027968147,-0.357612855,0.524555935,-0.505114968,-0.062391611,-0.510236949,0.524555935,0.398661036,-0.262426195,0.456633952,1.873759437,1.873759437,-1.873759437,-1.973122367,-1.271146797,-1.42157214,-0.457113893,2.415214333,1.670043425,2.11447664,0.141773595,0.716523988,1.150551649,0.423996185,0.049990364,Chlamydomonas_Reinhardtii
0.508446051,-0.140519274,-0.179656543,-0.181800537,-0.040445662,-0.095938636,0.025558727,-0.279734648,-0.337468571,-0.473862165,-0.315678475,-0.454106215,-0.337468571,-0.258564759,-0.246695277,-0.282666001,1.316200121,1.316200121,-1.316200121,-1.533518553,-0.713467381,-0.826329508,-0.06272749,1.612522155,0.947541004,1.162404223,0.053605008,0.367087033,0.561744321,0.146488649,0.175953205,Chlamydomonas_Reinhardtii
0.361710239,-0.255794727,-0.108047025,-0.130359434,-0.040436364,-0.09534512,0.047145389,-0.572066442,0.182464018,-0.42117538,-0.099209932,-0.336585098,0.182464018,0.176530231,-0.552931483,0.186862647,1.370933384,1.370933384,-1.370933384,-1.606777484,-0.72184851,-0.812443838,-0.184248357,1.122690315,0.687891697,1.074699439,0.035677395,0.434606846,0.677362618,0.191071045,0.187914507,Chlamydomonas_Reinhardtii
-0.091354859,-0.534778374,-0.297674742,-0.263714971,-0.040671092,-0.107105909,0.027053133,-0.786422463,0.408670946,-0.532149426,-0.292040475,-0.514200981,0.408670946,0.330554262,-0.620950574,0.415386805,0.765594957,0.765594957,-0.765594957,-0.857187435,-0.556997247,-0.277807171,0.189662002,0.673941145,0.258905884,0.554810838,-0.104216763,0.082977689,0.177853975,-0.051390436,0.1625152,Chlamydomonas_Reinhardtii
0.075375243,-0.466769251,-0.279935779,-0.248795983,-0.040644697,-0.104002342,0.027666654,-0.782170789,0.269234395,-0.467700139,-0.133742778,-0.414645938,0.269234395,0.296646481,-0.724352951,0.314818348,1.008417561,1.008417561,-1.008417561,-1.208185747,-0.519210087,-0.473587452,-0.09477695,0.859603213,0.435298077,0.699576566,-0.023689453,0.144359337,0.352315406,0.05100603,0.216857903,Chlamydomonas_Reinhardtii
0.949605806,-0.281579081,-0.118216326,-0.04841254,-0.036554165,-0.035383326,0.027409694,-0.523746151,-0.118128038,-0.632707356,-0.268059294,-0.612041838,-0.118128038,-0.204785685,-0.156238647,-0.18498475,1.789246044,1.789246044,-1.789246044,-2.049677146,-0.974737659,-1.377153338,-0.470022703,1.328103667,0.505854954,1.009185021,0.11150238,0.74502261,1.349264723,0.59255102,0.210803417,Chlamydomonas_Reinhardtii
0.643381748,-0.340648452,-0.108420994,-0.045179476,-0.037714478,-0.070600263,0.009471287,-0.265321513,0.031609039,-0.513888329,-0.262539236,-0.477169724,0.031609039,0.028343426,-0.508463426,0.04549161,1.149464115,1.149464115,-1.149464115,-1.516318418,-0.346661531,-0.733886234,-0.173120073,0.794028951,0.286423066,0.564320995,-0.017517652,0.352180061,0.629987316,0.208832481,0.319488822,Chlamydomonas_Reinhardtii
0.612349488,-0.372576663,-0.229372545,-0.209173854,-0.040609601,-0.101166363,0.025712407,-0.433138488,0.029060828,-0.428016717,-0.183321453,-0.40458409,0.029060828,0.045203431,-0.490602374,0.00667781,1.194052497,1.194052497,-1.194052497,-1.575416708,-0.360172499,-0.727288622,-0.22698097,1.050795641,0.27301726,0.589681415,-0.016342071,0.358318226,0.653862964,0.212766222,0.249640729,Chlamydomonas_Reinhardtii
0.329954321,-0.294738923,-0.068390165,0.00707177,-0.037087361,-0.033772086,0.026576469,0.067369306,-0.121825206,-0.452818851,-0.082674956,-0.453853744,-0.121825206,0.000705635,-0.023900324,-0.045828724,0.952866164,0.952866164,-0.952866164,-1.33177096,-0.165478416,-0.558589235,-0.190035065,0.809829978,0.398608501,0.472389474,-0.031918521,0.282029606,0.444622046,0.126462332,0.252594136,Chlamydomonas_Reinhardtii
-0.232559112,-0.373990539,-0.326786844,-0.242811596,-0.040549893,-0.100397642,0.027552932,0.5678771,-0.256283263,-0.754917898,-0.50098094,-0.725580848,-0.256283263,-0.517889192,0.132063172,-0.376024576,1.414703631,1.414703631,-1.414703631,-1.434553587,-1.132738724,-0.73480683,0.33388457,1.713648729,0.920023822,1.234258745,0.093574767,0.335957768,0.264332701,-0.121959363,0.401593558,Chlamydomonas_Reinhardtii
-0.238495708,-0.447929903,-0.302645883,-0.222762087,-0.040346373,-0.099317977,0.027017957,0.612074427,-0.377565309,-0.664669893,-0.459688703,-0.551319935,-0.377565309,-0.558855893,0.57684593,-0.539161829,1.567694962,1.567694962,-1.567694962,-1.602702778,-1.19531757,-1.01482173,0.196784105,2.656179996,1.686271506,2.013034962,0.166460799,0.459597945,0.48579344,-0.025880722,0.169455708,Chlamydomonas_Reinhardtii
-0.369196986,-0.527170213,-0.368560512,-0.285567227,-0.040672866,-0.107017845,0.02712278,0.480287163,-0.310279279,-0.820299289,-0.380717467,-0.762171641,-0.310279279,-0.578618212,0.438227738,-0.492189606,1.483836077,1.483836077,-1.483836077,-1.411719564,-1.353864011,-0.759279365,0.293822745,2.21533134,1.353948616,1.608324933,0.130899469,0.284660248,0.239893061,-0.134118198,0.25791027,Chlamydomonas_Reinhardtii
